id,title,description,duration,difficulty,learning_path_id
2393,Major Scales and Modes for Chromatic Harmonica,Learn the concept of nextjs,1.5,Beginner,15
2394,Play Guitar with Rhythm - 5 Easy Lessons,Learn the ETL process effectively,1,Beginner,7
2395,Coaching Bundle: Guitar for Music Educators: Part 1,Learn the concepts of DataBricks,0.5,Beginner,19
2396,Coaching Bundle: Guitar for Music Educators: Part 2,Learn the process of data Transformation through dbt,0.5,Beginner,1
2397,Ukulele 3:  Intermediate,Learn python for data engineering,0.65,Intermediate,8
2398,"Beginners Guitar Course - 'Try it and love it method""",Learn statistics,2,Beginner,20
2399,Coaching Course: Rhythm Instruction for Music Educators P1,Learn the basics of Node.js,0.533333333,Beginner,20
2400,Learn Pirates of the Caribbean by Ear on the Piano,Learn the fundamentals of JavaScript programming.,0.533333333,Beginner,9
2401,Coaching Course: Rhythm Instruction for Music Educators P2,Explore advanced CSS for modern web design.,0.633333333,Beginner,13
2402,4 Week Rhythm Mastery,"Learn the basics of html
",2.5,Beginner,13
2403,Tune that Sour Note on Your Piano,Learn basics of react,0.55,Beginner,6
2404,Learn Vikings Soundtracks on the Piano by Ear,Learn the concept of nextjs,0.583333333,Beginner,6
2405,Learn to Play Piano Like a Pro - Easy Piano Course 1,Learn the ETL process effectively,0.516666667,Beginner,10
2406,ABRSM Grade III Piano Class - Handel Sonatina in G 2017-2018,Learn the concepts of DataBricks,0.516666667,Beginner,1
2407,Instant Harmonica - play 12 bar blues Big Walter style now!,Learn the process of data Transformation through dbt,1,Beginner,1
2408,Fingerpicking Blues Guitar Lessons - Bottleneck Guitar,Learn python for data engineering,1.5,Intermediate,3
2409,Spice up your playing with some easy Flamenco techniques! ,Learn statistics,0.733333333,Intermediate,8
2410,Beginners Guide to Playing Guitar - Step-by-step System,Learn the basics of Node.js,10.5,Beginner,13
2411,Guitar Kick Start,Learn the fundamentals of JavaScript programming.,1,Beginner,14
2412,Instant Harmonica – play Beethoven’s Ode to Joy right now!,Explore advanced CSS for modern web design.,1,Beginner,18
2413,Funk Rhythm Guitar Techniques,"Learn the basics of html
",1.5,Beginner,11
2414,Flamenco Guitar,Learn basics of react,4,Beginner,8
2415,Learn to play the Bouzouki - Greek Bouzouki Lessons,Learn the concept of nextjs,1,Beginner,1
2416,Guitar Looper Basic Training,Learn the ETL process effectively,1.5,Beginner,2
2417,Piano With Willie: Jazz Kids - Vol 1,Learn the concepts of DataBricks,4.5,Beginner,18
2418,Instant Harmonica - play the Drunken Sailor sea shanty now! ,Learn the process of data Transformation through dbt,0.616666667,Beginner,9
2419,Learn to Play Sweet Child of Mine,Learn python for data engineering,1.5,Intermediate,17
2420,Bluegrass Guitar Essentials: Webisodes 1 & 2,Learn statistics,1,Intermediate,19
2421,Learn Monster GODJ,Learn the basics of Node.js,1,Beginner,12
2422,What you can learn before Piano Lessons,Learn the fundamentals of JavaScript programming.,1.5,Beginner,6
2423,Learn to Play Tabla - The Indian drums,Explore advanced CSS for modern web design.,1.5,Beginner,8
2424,Gitarre spielen wie die Profis,"Learn the basics of html
",2,Beginner,15
2425,Curso de piano 101 - Tocando partituras y acordes -,Learn basics of react,4.5,Beginner,17
2426,Sintetizadores e Síntese Subtrativa,Learn the concept of nextjs,5,Beginner,5
2427,Spielend Klavier lernen mit Freude und Erfolg,Learn the ETL process effectively,4,Beginner,7
2428,Curso de ejercicios técnicos al piano Vol.2,Learn the concepts of DataBricks,1,Beginner,13
2429,Curso de ejercicios técnicos al piano Vol.1,Learn the process of data Transformation through dbt,1.5,Beginner,2
2430,Aprende escalas y arpegios Vol.2 : Modo menor,Learn python for data engineering,2.5,Beginner,3
2431,Instant Harmonica - play Blowing in the Wind + Popeye theme!,Learn statistics,1.5,Beginner,18
2432,Instant Harmonica - play jazzy Autumn Leaves now (part one),Learn the basics of Node.js,0.65,Beginner,5
2433,Trumpet Lessons For Beginners,Learn the fundamentals of JavaScript programming.,2.5,Beginner,8
2434,Guitar - Rock - Beginner/Intermediate with Marc Seal,Explore advanced CSS for modern web design.,1.5,Beginner,7
2435,Learn to play in the Key of G on any Bluegrass Instrument,"Learn the basics of html
",2.5,Beginner,1
2436,Beginner Guitar Method,Learn basics of react,4,Beginner,6
2437,How to Play Dan Fogelberg Songs on Guitar,Learn the concept of nextjs,4.5,Intermediate,4
2438,Jews Harp - Advanced course,Learn the ETL process effectively,3.5,Advanced,5
2439,Instant Harmonica - play jazzy Autumn Leaves now (part two),Learn the concepts of DataBricks,0.533333333,Beginner,4
2440,Jazz Guitar Reharmonization for Autumn Leaves,Learn the process of data Transformation through dbt,0.616666667,Beginner,19
2441,Tenor Saxophone Lessons For Beginners,Learn python for data engineering,3,Beginner,5
2442,Mike G's Beginner Drum Course: Part 2,Learn statistics,2.5,Beginner,10
2443,Instant Harmonica - play Summertime + Drunken Sailor now!,Learn the basics of Node.js,1.5,Beginner,2
2444,Add Slide To Your Guitar Playing,Learn the fundamentals of JavaScript programming.,0.733333333,Beginner,5
2445,Piano With Willie: Piano Chords Vol. 2,Explore advanced CSS for modern web design.,1.5,Intermediate,5
2446,Drum Lessons For Beginners,"Learn the basics of html
",1.5,Beginner,4
2447,Classical Guitar Finger-Picking: Right Hand Arpeggios,Learn basics of react,2,Beginner,13
2448,"Rapidly Learn & Master Acoustic Guitar, Classic Fingerstyle",Learn the concept of nextjs,0.7,Beginner,17
2449,Play tunes on harmonica and learn how to bend some notes,Learn the ETL process effectively,2,Beginner,2
2450,Instant Harmonica - play Yesterday + Scarborough Fair today!,Learn the concepts of DataBricks,2,Beginner,9
2451,Violin lessons for beginners,Learn the process of data Transformation through dbt,1,Beginner,13
2452,Old-Time Banjo for the Absolute Beginner,Learn python for data engineering,1.5,Beginner,19
2453,"Learn Guitar The Easy Way, It's Faster",Learn statistics,4.5,Beginner,3
2454,Learn Oud 2,Learn the basics of Node.js,3,Intermediate,2
2455,The Essentials of Acoustic Guitar Strumming Patterns,Learn the fundamentals of JavaScript programming.,1,Beginner,16
2456,Acoustic Guitar After The Basics,Explore advanced CSS for modern web design.,2.5,Intermediate,10
2457,Bossa Nova - Guitar for Beginners,"Learn the basics of html
",1,Beginner,2
2458,Piano With Willie: Piano Chords Vol. 1,Learn basics of react,2,Beginner,18
2459,Instant Harmonica - play Summertime in 8 fun & easy lessons,Learn the concept of nextjs,1,Beginner,5
2460,Learn to Play the Tuba: Beginner to Pro in Under Five Hours!,Learn the ETL process effectively,6,Beginner,11
2461,Play Autumn Leaves' falling notes on piano with no reading!,Learn the concepts of DataBricks,0.566666667,Intermediate,1
2462,Learn Basics of South Indian Carnatic Flute - Level 2,Learn the process of data Transformation through dbt,4.5,Beginner,13
2463,A Year's Worth of Piano Lessons in One Weekend,Learn python for data engineering,6,Beginner,15
2464,Bones of the Blues - learn 4 cool tunes to expert level now!,Learn statistics,2,Beginner,14
2465,GUITAR #1: Beginner Basics and Beyond,Learn the basics of Node.js,3,Beginner,5
2466,Pure Modal Magic: The Complete Guitar Modes Solution,Learn the fundamentals of JavaScript programming.,2,Beginner,7
2467,Aprende diferentes ritmos con la guitarra rítmica,Explore advanced CSS for modern web design.,1,Beginner,6
2468,Aprender a tocar la batería sin salir de casa,"Learn the basics of html
",4,Beginner,8
2469,Aprende a tocar el bajo eléctrico ,Learn basics of react,3.5,Beginner,4
2470,Aprende todos los secretos de la salsa para piano,Learn the concept of nextjs,3,Beginner,3
2471,Aprende a tocar ritmos latinos en el teclado,Learn the ETL process effectively,3.5,Beginner,17
2472,Ukulele lernen für Papas mit Aram sam sam,Learn the concepts of DataBricks,0.7,Beginner,16
2473,Aprende a tocar la trompeta,Learn the process of data Transformation through dbt,3,Beginner,8
2474,Curso de guitarra para principiantes.,Learn python for data engineering,1,Beginner,5
2475,Aprende a tocar Jazz y Ritmos Latinos en la guitarra,Learn statistics,3,Beginner,19
2476,こどもギターレッスン　リトルギタリストⅢ（完結編）,Learn the basics of Node.js,1,Beginner,4
2477,Aprende a tocar la flauta dulce de forma sencilla y gradual,Learn the fundamentals of JavaScript programming.,3,Beginner,12
2478,"Aprende a tocar jazz, salsa y blues en el piano",Explore advanced CSS for modern web design.,3,Beginner,9
2479,Learn Web Designing & HTML5/CSS3 Essentials in 4-Hours,"Learn the basics of html
",4,Beginner,13
2480,Learning Dynamic Website Design - PHP MySQL and JavaScript,Learn basics of react,12.5,Beginner,14
2481,ChatBots: Messenger ChatBot with API.AI and Node.JS,Learn the concept of nextjs,4.5,Beginner,16
2482,Projects in HTML5,Learn the ETL process effectively,15.5,Intermediate,13
2483,Programming Foundations: HTML5 + CSS3 for Entrepreneurs 2015,Learn the concepts of DataBricks,5.5,Beginner,20
2484,How To Make A Wordpress Website 2017 | Divi Theme Tutorial,Learn the process of data Transformation through dbt,4,Beginner,18
2485,Build Your Own Backend REST API using Django REST Framework,Learn python for data engineering,5.5,Intermediate,20
2486,Angular and Firebase - Build a Web App with Typescript,Learn statistics,5,Beginner,9
2487,Web Development Masterclass - Complete Certificate Course,Learn the basics of Node.js,19.5,Beginner,1
2488,Spring Boot Tutorial For Beginners,Learn the fundamentals of JavaScript programming.,5.5,Beginner,5
2489,The Complete Bootstrap Masterclass Course - Build 4 Projects,Explore advanced CSS for modern web design.,7,Beginner,6
2490,Scaling Docker on AWS,"Learn the basics of html
",6,Beginner,8
2491,Learn JavaScript for beginners,Learn basics of react,1.5,Beginner,13
2492,HTML Tutorial: HTML & CSS for Beginners,Learn the concept of nextjs,4,Beginner,2
2493,Learn by Doing: Vue JS 2.0 the Right Way,Learn the ETL process effectively,3.5,Intermediate,6
2494,Learn Complete Web Development From Scratch,Learn the concepts of DataBricks,12,Beginner,2
2495,Introduction to Web Development: HTML,Learn the process of data Transformation through dbt,3,Beginner,16
2496,Web Site for Beginners - Learn Web Building like knitting,Learn python for data engineering,1.5,Beginner,16
2497,How To Make A Wordpress Website 2017 - Divi Theme Tutorial,Learn statistics,3,Beginner,19
2498,Web Programming with Python,Learn the basics of Node.js,4,Beginner,6
2499,PHP Login and Registration System - Email Confirm Activation,Learn the fundamentals of JavaScript programming.,5,Beginner,12
2500,PSD to Responsive HTML5: Beginner to Advanced,Explore advanced CSS for modern web design.,6,Beginner,9
2501,Ultimate Web Developer Course Build 10 Websites from Scratch,"Learn the basics of html
",32.5,Beginner,20
2502,Rapid Website Design with Bootstrap,Learn basics of react,1,Beginner,4
2503,Build Enterprise Applications with Angular 2 (and Angular 4),Learn the concept of nextjs,9.5,Intermediate,6
2504,Angular 4 (2+) Crash Course for Beginners,Learn the ETL process effectively,9,Beginner,20
2505,Accelerated JavaScript Training,Learn the concepts of DataBricks,7.5,Beginner,3
2506,"Beginner API development in Node, Express, ES6, & MongoDB",Learn the process of data Transformation through dbt,18.5,Beginner,13
2507,React JS and Redux - Mastering Web Apps,Learn python for data engineering,5,Beginner,15
2508,Web Development w/ Google’s Go (golang) Programming Language,Learn statistics,19,Intermediate,1
2509,Git a Web Developer Job: Mastering the Modern Workflow,Learn the basics of Node.js,15,Beginner,3
2510,The Complete WordPress Website Business Course,Learn the fundamentals of JavaScript programming.,20.5,Beginner,13
2511,The Complete HTML and CSS Course For Beginners,Explore advanced CSS for modern web design.,3,Beginner,18
2512,Learn  Bootstrap Development By Building 10 Projects,"Learn the basics of html
",13.5,Beginner,6
2513,Advanced Javascript,Learn basics of react,3.5,Intermediate,3
2514,Dissecting Ruby on Rails 5 - Become a Professional Developer,Learn the concept of nextjs,37.5,Beginner,10
2515,The Complete Wordpress Course - Build Your Own Website Today,Learn the ETL process effectively,3.5,Beginner,18
2516,JQuery Essentials core training for Dynamic Interactive web,Learn the concepts of DataBricks,4,Beginner,7
2517,Node.js: The Essentials + API Frameworks Express KOA Sails,Learn the process of data Transformation through dbt,1,Beginner,10
2518,The Complete PHP Bootcamp Course With Video Sharing Project,Learn python for data engineering,14.5,Beginner,7
2519,Build a Single Page Application with jQuery & AJAX,Learn statistics,2,Intermediate,12
2520,Practical CSS Website Development: Crash Course ,Learn the basics of Node.js,2.5,Beginner,3
2521,Successful website creation - everything you need to know,Learn the fundamentals of JavaScript programming.,1.5,Beginner,17
2522,Start Writing JavaScript Today - Beginner JavaScript Course,Explore advanced CSS for modern web design.,3,Beginner,5
2523,HTML5 Essentials for Beginners,"Learn the basics of html
",1.5,Intermediate,11
2524,Code a personal splash page in 1 hour,Learn basics of react,1,Beginner,7
2525,Step-by-step HTML and CSS for Absolute Beginners,Learn the concept of nextjs,4,Beginner,3
2526,Angular 4 Development Decoded,Learn the ETL process effectively,1,Intermediate,8
2527,Javascript ES6! A Complete Reference Guide to Javascript ES6,Learn the concepts of DataBricks,7,Intermediate,14
2528,Reactive JS:  Are you ready for the next big paradigm shift?,Learn the process of data Transformation through dbt,5.5,Intermediate,11
2529,Learn Python and Django: Payment Processing,Learn python for data engineering,3.5,Beginner,18
2530,Code your first Website using HTML & CSS: Project Learning,Learn statistics,1.5,Beginner,4
2531,"React.js: Building Production Ready Apps, Start to Finish",Learn the basics of Node.js,17.5,Beginner,12
2532,Learn Object Oriented Programming PHP fundamentals bootcamp,Learn the fundamentals of JavaScript programming.,1,Beginner,8
2533,Javascript Intermediate level 2 - Mastering Functions,Explore advanced CSS for modern web design.,2.5,Beginner,13
2534,1 Hour CSS,"Learn the basics of html
",1,Beginner,6
2535,"Become a Full Stack Developer with Spring, AWS and Stripe",Learn basics of react,10,Intermediate,15
2536,Complete JQuery And JQuery UI Course For Beginner,Learn the concept of nextjs,1,Intermediate,11
2537,Learn JavaScript for Web Development,Learn the ETL process effectively,8.5,Intermediate,9
2538,"Complete AJAX Using Bootstrap, PHP From Basic To Advanced.",Learn the concepts of DataBricks,2.5,Beginner,19
2539,Complete Wordpress Theme Development Course,Learn the process of data Transformation through dbt,6.5,Beginner,18
2540,How to Optimise Your WordPress Website's Speed & Security to Improve SEO & User Experience,Learn python for data engineering,3.5,Beginner,19
2541,Build A Web App With Spring Framework and Angular 2,Learn statistics,8,Beginner,15
2542,Projects in Laravel: Learn Laravel Building 10 Projects,Learn the basics of Node.js,10.5,Intermediate,11
